title,rating,domain,city,state,established,course_name,course_duration_years,course_fee_inr,location,course_duration,course_fee,course_seats,rating_raw
IIT Hyderabad - Indian Institute of Technology Hyderabad,4.6,Engineering,Hyderabad,Telangana,2008,M.Sc Chemistry,2.0,123000.0,"Hyderabad, Telangana",2 Years,₹1.23 L,40.0,4.6/5
IIT Hyderabad - Indian Institute of Technology Hyderabad,4.6,Engineering,Hyderabad,Telangana,2008,M.Sc Physics,2.0,123000.0,"Hyderabad, Telangana",2 Years,₹1.23 L,40.0,4.6/5
IIT Hyderabad - Indian Institute of Technology Hyderabad,4.6,Engineering,Hyderabad,Telangana,2008,B.Tech Engineering Physics,4.0,936999.0,"Hyderabad, Telangana",4 Years,₹9.37 L,35.0,4.6/5
IIT Hyderabad - Indian Institute of Technology Hyderabad,4.6,Engineering,Hyderabad,Telangana,2008,B.Tech Artificial Intelligence,4.0,936999.0,"Hyderabad, Telangana",4 Years,₹9.37 L,35.0,4.6/5
IIT Hyderabad - Indian Institute of Technology Hyderabad,4.6,Engineering,Hyderabad,Telangana,2008,B.Tech Materials Science and Metallurgical Engineering,4.0,936999.0,"Hyderabad, Telangana",4 Years,₹9.37 L,35.0,4.6/5
IIT Hyderabad - Indian Institute of Technology Hyderabad,4.6,Engineering,Hyderabad,Telangana,2008,M.Sc Mathematics,2.0,123000.0,"Hyderabad, Telangana",2 Years,₹1.23 L,30.0,4.6/5
IIT Hyderabad - Indian Institute of Technology Hyderabad,4.6,Engineering,Hyderabad,Telangana,2008,M.Tech Power Electronics and Power Systems,2.0,123000.0,"Hyderabad, Telangana",2 Years,₹1.23 L,30.0,4.6/5
IIT Hyderabad - Indian Institute of Technology Hyderabad,4.6,Engineering,Hyderabad,Telangana,2008,M.Tech Microelectronics and VLSI,2.0,123000.0,"Hyderabad, Telangana",2 Years,₹1.23 L,30.0,4.6/5
IIT Hyderabad - Indian Institute of Technology Hyderabad,4.6,Engineering,Hyderabad,Telangana,2008,M.Tech Communications and Signal Processing,2.0,123000.0,"Hyderabad, Telangana",2 Years,₹1.23 L,30.0,4.6/5
IIT Hyderabad - Indian Institute of Technology Hyderabad,4.6,Engineering,Hyderabad,Telangana,2008,B.Tech Computational Engineering,4.0,936999.0,"Hyderabad, Telangana",4 Years,₹9.37 L,25.0,4.6/5
IIT Hyderabad - Indian Institute of Technology Hyderabad,4.6,Engineering,Hyderabad,Telangana,2008,B.Tech Biotechnology and Bioinformatics,4.0,936999.0,"Hyderabad, Telangana",4 Years,₹9.37 L,25.0,4.6/5
IIT Hyderabad - Indian Institute of Technology Hyderabad,4.6,Engineering,Hyderabad,Telangana,2008,B.Tech Biomedical Engineering,4.0,936999.0,"Hyderabad, Telangana",4 Years,₹9.37 L,25.0,4.6/5
IIT Hyderabad - Indian Institute of Technology Hyderabad,4.6,Engineering,Hyderabad,Telangana,2008,B.Tech Industrial Chemistry,4.0,936999.0,"Hyderabad, Telangana",4 Years,₹9.37 L,25.0,4.6/5
IIT Hyderabad - Indian Institute of Technology Hyderabad,4.6,Engineering,Hyderabad,Telangana,2008,B.Tech Electrical Engineering IC Design and Technology,4.0,936999.0,"Hyderabad, Telangana",4 Years,₹9.37 L,25.0,4.6/5
IIT Hyderabad - Indian Institute of Technology Hyderabad,4.6,Engineering,Hyderabad,Telangana,2008,B.Tech Electrical Engineering,4.0,936999.0,"Hyderabad, Telangana",4 Years,₹9.37 L,25.0,4.6/5
IIT Guwahati (IITG) - Indian Institute of Technology Guwahati,4.3,Engineering,Guwahati,Assam,1994,B.Tech Mechanical Engineering,4.0,891000.0,"Guwahati, Assam",4 Years,₹8.91 L,119.0,4.3/5
IIT Guwahati (IITG) - Indian Institute of Technology Guwahati,4.3,Engineering,Guwahati,Assam,1994,B.Tech Civil Engineering,4.0,891000.0,"Guwahati, Assam",4 Years,₹8.91 L,117.0,4.3/5
IIT Guwahati (IITG) - Indian Institute of Technology Guwahati,4.3,Engineering,Guwahati,Assam,1994,B.Tech Computer Science and Engineering,4.0,891000.0,"Guwahati, Assam",4 Years,₹8.91 L,114.0,4.3/5
IIT Guwahati (IITG) - Indian Institute of Technology Guwahati,4.3,Engineering,Guwahati,Assam,1994,B.Tech Electronics and Communication Engineering,4.0,891000.0,"Guwahati, Assam",4 Years,₹8.91 L,104.0,4.3/5
IIT Guwahati (IITG) - Indian Institute of Technology Guwahati,4.3,Engineering,Guwahati,Assam,1994,B.Tech Chemical Engineering,4.0,891000.0,"Guwahati, Assam",4 Years,₹8.91 L,97.0,4.3/5
IIT Guwahati (IITG) - Indian Institute of Technology Guwahati,4.3,Engineering,Guwahati,Assam,1994,B.Tech Biosciences and Bioengineering,4.0,891000.0,"Guwahati, Assam",4 Years,₹8.91 L,84.0,4.3/5
IIT Guwahati (IITG) - Indian Institute of Technology Guwahati,4.3,Engineering,Guwahati,Assam,1994,B.Tech Mathematics and Computing,4.0,891000.0,"Guwahati, Assam",4 Years,₹8.91 L,72.0,4.3/5
IIT Guwahati (IITG) - Indian Institute of Technology Guwahati,4.3,Engineering,Guwahati,Assam,1994,B.Tech Engineering Physics,4.0,891000.0,"Guwahati, Assam",4 Years,₹8.91 L,68.0,4.3/5
IIT Guwahati (IITG) - Indian Institute of Technology Guwahati,4.3,Engineering,Guwahati,Assam,1994,M.Tech Computer Science Engineering,2.0,111000.0,"Guwahati, Assam",2 Years,₹1.11 L,68.0,4.3/5
IIT Guwahati (IITG) - Indian Institute of Technology Guwahati,4.3,Engineering,Guwahati,Assam,1994,B.Tech Chemical Science and Technology,4.0,891000.0,"Guwahati, Assam",4 Years,₹8.91 L,65.0,4.3/5
IIT Guwahati (IITG) - Indian Institute of Technology Guwahati,4.3,Engineering,Guwahati,Assam,1994,B.Tech Electronics and Electrical Engineering,4.0,891000.0,"Guwahati, Assam",4 Years,₹8.91 L,62.0,4.3/5
IIT Guwahati (IITG) - Indian Institute of Technology Guwahati,4.3,Engineering,Guwahati,Assam,1994,M.Sc Physics,2.0,70800.0,"Guwahati, Assam",2 Years,₹70.80 K,60.0,4.3/5
IIT Guwahati (IITG) - Indian Institute of Technology Guwahati,4.3,Engineering,Guwahati,Assam,1994,M.Sc Chemistry,2.0,70800.0,"Guwahati, Assam",2 Years,₹70.80 K,60.0,4.3/5
IIT Guwahati (IITG) - Indian Institute of Technology Guwahati,4.3,Engineering,Guwahati,Assam,1994,B.Des,4.0,891000.0,"Guwahati, Assam",4 Years,₹8.91 L,56.0,4.3/5
IIT Guwahati (IITG) - Indian Institute of Technology Guwahati,4.3,Engineering,Guwahati,Assam,1994,M.Tech Biotechnology,2.0,111000.0,"Guwahati, Assam",2 Years,₹1.11 L,54.0,4.3/5
IIT Guwahati (IITG) - Indian Institute of Technology Guwahati,4.3,Engineering,Guwahati,Assam,1994,MA Development Studies,2.0,70800.0,"Guwahati, Assam",2 Years,₹70.80 K,48.0,4.3/5
IIT Guwahati (IITG) - Indian Institute of Technology Guwahati,4.3,Engineering,Guwahati,Assam,1994,M.Tech Machine Design,2.0,111000.0,"Guwahati, Assam",2 Years,₹1.11 L,41.0,4.3/5
IIT Guwahati (IITG) - Indian Institute of Technology Guwahati,4.3,Engineering,Guwahati,Assam,1994,B.Tech Data Science and Artificial Intelligence,4.0,891000.0,"Guwahati, Assam",4 Years,₹8.91 L,40.0,4.3/5
IIT Guwahati (IITG) - Indian Institute of Technology Guwahati,4.3,Engineering,Guwahati,Assam,1994,M.Tech Petroleum Science and Technology,2.0,111000.0,"Guwahati, Assam",2 Years,₹1.11 L,38.0,4.3/5
IIT Guwahati (IITG) - Indian Institute of Technology Guwahati,4.3,Engineering,Guwahati,Assam,1994,M.Tech Material Science and Technology,2.0,111000.0,"Guwahati, Assam",2 Years,₹1.11 L,37.0,4.3/5
NIT Trichy - National Institute of Technology Tiruchirappalli,4.4,Engineering,Tiruchirappalli,Tamil Nadu,1964,B.Tech Computer Science and Engineering,4.0,0.0,"Tiruchirappalli, Tamil Nadu",4 Years,NaN,119.0,4.4/5
NIT Trichy - National Institute of Technology Tiruchirappalli,4.4,Engineering,Tiruchirappalli,Tamil Nadu,1964,B.Tech Civil Engineering,4.0,643000.0,"Tiruchirappalli, Tamil Nadu",4 Years,₹6.43 L,118.0,4.4/5
NIT Trichy - National Institute of Technology Tiruchirappalli,4.4,Engineering,Tiruchirappalli,Tamil Nadu,1964,B.Tech Electrical and Electronics Engineering,4.0,0.0,"Tiruchirappalli, Tamil Nadu",4 Years,NaN,118.0,4.4/5
NIT Trichy - National Institute of Technology Tiruchirappalli,4.4,Engineering,Tiruchirappalli,Tamil Nadu,1964,B.Tech Production Engineering,4.0,0.0,"Tiruchirappalli, Tamil Nadu",4 Years,NaN,118.0,4.4/5
NIT Trichy - National Institute of Technology Tiruchirappalli,4.4,Engineering,Tiruchirappalli,Tamil Nadu,1964,B.Tech Mechanical Engineering,4.0,0.0,"Tiruchirappalli, Tamil Nadu",4 Years,NaN,118.0,4.4/5
NIT Trichy - National Institute of Technology Tiruchirappalli,4.4,Engineering,Tiruchirappalli,Tamil Nadu,1964,B.Tech Instrumentation and Control Engineering,4.0,0.0,"Tiruchirappalli, Tamil Nadu",4 Years,NaN,117.0,4.4/5
NIT Trichy - National Institute of Technology Tiruchirappalli,4.4,Engineering,Tiruchirappalli,Tamil Nadu,1964,B.Tech Electronics and Communication Engineering,4.0,0.0,"Tiruchirappalli, Tamil Nadu",4 Years,NaN,117.0,4.4/5
NIT Trichy - National Institute of Technology Tiruchirappalli,4.4,Engineering,Tiruchirappalli,Tamil Nadu,1964,MBA,2.0,0.0,"Tiruchirappalli, Tamil Nadu",2 Years,NaN,115.0,4.4/5
NIT Trichy - National Institute of Technology Tiruchirappalli,4.4,Engineering,Tiruchirappalli,Tamil Nadu,1964,MCA,3.0,326000.0,"Tiruchirappalli, Tamil Nadu",3 Years,₹3.26 L,115.0,4.4/5
NIT Trichy - National Institute of Technology Tiruchirappalli,4.4,Engineering,Tiruchirappalli,Tamil Nadu,1964,B.Tech Chemical Engineering,4.0,0.0,"Tiruchirappalli, Tamil Nadu",4 Years,NaN,79.0,4.4/5
NIT Trichy - National Institute of Technology Tiruchirappalli,4.4,Engineering,Tiruchirappalli,Tamil Nadu,1964,B.Tech Metallurgical and Materials Engineering,4.0,0.0,"Tiruchirappalli, Tamil Nadu",4 Years,NaN,79.0,4.4/5
NIT Trichy - National Institute of Technology Tiruchirappalli,4.4,Engineering,Tiruchirappalli,Tamil Nadu,1964,B.Arch,5.0,805000.0,"Tiruchirappalli, Tamil Nadu",5 Years,₹8.05 L,57.0,4.4/5
NIT Trichy - National Institute of Technology Tiruchirappalli,4.4,Engineering,Tiruchirappalli,Tamil Nadu,1964,M.Tech Computer Science and Engineering,2.0,0.0,"Tiruchirappalli, Tamil Nadu",2 Years,NaN,35.0,4.4/5
NIT Trichy - National Institute of Technology Tiruchirappalli,4.4,Engineering,Tiruchirappalli,Tamil Nadu,1964,M.Tech Manufacturing Technology,2.0,225999.0,"Tiruchirappalli, Tamil Nadu",2 Years,₹2.26 L,35.0,4.4/5
NIT Trichy - National Institute of Technology Tiruchirappalli,4.4,Engineering,Tiruchirappalli,Tamil Nadu,1964,M.Tech VLSI System,2.0,225999.0,"Tiruchirappalli, Tamil Nadu",2 Years,₹2.26 L,35.0,4.4/5
NIT Trichy - National Institute of Technology Tiruchirappalli,4.4,Engineering,Tiruchirappalli,Tamil Nadu,1964,M.Tech Power Systems,2.0,225999.0,"Tiruchirappalli, Tamil Nadu",2 Years,₹2.26 L,35.0,4.4/5
NIT Trichy - National Institute of Technology Tiruchirappalli,4.4,Engineering,Tiruchirappalli,Tamil Nadu,1964,M.Tech Power Electronics,2.0,225999.0,"Tiruchirappalli, Tamil Nadu",2 Years,₹2.26 L,35.0,4.4/5
NIT Trichy - National Institute of Technology Tiruchirappalli,4.4,Engineering,Tiruchirappalli,Tamil Nadu,1964,M.Tech Thermal Power Engineering,2.0,225999.0,"Tiruchirappalli, Tamil Nadu",2 Years,₹2.26 L,35.0,4.4/5
NIT Trichy - National Institute of Technology Tiruchirappalli,4.4,Engineering,Tiruchirappalli,Tamil Nadu,1964,M.Tech Industrial Engineering and Management,2.0,225999.0,"Tiruchirappalli, Tamil Nadu",2 Years,₹2.26 L,35.0,4.4/5
NIT Trichy - National Institute of Technology Tiruchirappalli,4.4,Engineering,Tiruchirappalli,Tamil Nadu,1964,M.Tech Communication Systems,2.0,225999.0,"Tiruchirappalli, Tamil Nadu",2 Years,₹2.26 L,35.0,4.4/5
IIT BHU - Indian Institute of Technology Banaras Hindu University Varanasi,4.6,Engineering,Varanasi,Uttar Pradesh,1919,B.Tech Chemical Engineering,4.0,858000.0,"Varanasi, Uttar Pradesh",4 Years,₹8.58 L,156.0,4.6/5
IIT BHU - Indian Institute of Technology Banaras Hindu University Varanasi,4.6,Engineering,Varanasi,Uttar Pradesh,1919,B.Tech Mechanical Engineering,4.0,858000.0,"Varanasi, Uttar Pradesh",4 Years,₹8.58 L,148.0,4.6/5
IIT BHU - Indian Institute of Technology Banaras Hindu University Varanasi,4.6,Engineering,Varanasi,Uttar Pradesh,1919,B.Tech Electronics Engineering,4.0,858000.0,"Varanasi, Uttar Pradesh",4 Years,₹8.58 L,133.0,4.6/5
IIT BHU - Indian Institute of Technology Banaras Hindu University Varanasi,4.6,Engineering,Varanasi,Uttar Pradesh,1919,B.Tech Mining Engineering,4.0,858000.0,"Varanasi, Uttar Pradesh",4 Years,₹8.58 L,131.0,4.6/5
IIT BHU - Indian Institute of Technology Banaras Hindu University Varanasi,4.6,Engineering,Varanasi,Uttar Pradesh,1919,B.Tech Civil Engineering,4.0,858000.0,"Varanasi, Uttar Pradesh",4 Years,₹8.58 L,120.0,4.6/5
IIT BHU - Indian Institute of Technology Banaras Hindu University Varanasi,4.6,Engineering,Varanasi,Uttar Pradesh,1919,B.Tech Electrical Engineering,4.0,858000.0,"Varanasi, Uttar Pradesh",4 Years,₹8.58 L,115.0,4.6/5
IIT BHU - Indian Institute of Technology Banaras Hindu University Varanasi,4.6,Engineering,Varanasi,Uttar Pradesh,1919,B.Tech Metallurgical Engineering,4.0,858000.0,"Varanasi, Uttar Pradesh",4 Years,₹8.58 L,106.0,4.6/5
IIT BHU - Indian Institute of Technology Banaras Hindu University Varanasi,4.6,Engineering,Varanasi,Uttar Pradesh,1919,B.Tech Computer Science and Engineering,4.0,858000.0,"Varanasi, Uttar Pradesh",4 Years,₹8.58 L,99.0,4.6/5
IIT BHU - Indian Institute of Technology Banaras Hindu University Varanasi,4.6,Engineering,Varanasi,Uttar Pradesh,1919,B.Tech Pharmaceutical Engineering and Technology,4.0,859000.0,"Varanasi, Uttar Pradesh",4 Years,₹8.59 L,75.0,4.6/5
IIT BHU - Indian Institute of Technology Banaras Hindu University Varanasi,4.6,Engineering,Varanasi,Uttar Pradesh,1919,B.Tech Ceramic Engineering,4.0,858000.0,"Varanasi, Uttar Pradesh",4 Years,₹8.58 L,75.0,4.6/5
IIT BHU - Indian Institute of Technology Banaras Hindu University Varanasi,4.6,Engineering,Varanasi,Uttar Pradesh,1919,B.Tech Mathematics and Computing,4.0,859000.0,"Varanasi, Uttar Pradesh",4 Years,₹8.59 L,65.0,4.6/5
IIT BHU - Indian Institute of Technology Banaras Hindu University Varanasi,4.6,Engineering,Varanasi,Uttar Pradesh,1919,B.Tech and M.Tech Mathematics and Computing,5.0,610000.0,"Varanasi, Uttar Pradesh",5 Years,₹6.10 L,52.0,4.6/5
IIT BHU - Indian Institute of Technology Banaras Hindu University Varanasi,4.6,Engineering,Varanasi,Uttar Pradesh,1919,B.Tech Engineering Physics,4.0,859000.0,"Varanasi, Uttar Pradesh",4 Years,₹8.59 L,40.0,4.6/5
IIT BHU - Indian Institute of Technology Banaras Hindu University Varanasi,4.6,Engineering,Varanasi,Uttar Pradesh,1919,B.Tech and M.Tech Computer Science and Engineering,5.0,610000.0,"Varanasi, Uttar Pradesh",5 Years,₹6.10 L,34.0,4.6/5
IIT BHU - Indian Institute of Technology Banaras Hindu University Varanasi,4.6,Engineering,Varanasi,Uttar Pradesh,1919,B.Tech and M.Tech Mechanical Engineering,5.0,1071000.0,"Varanasi, Uttar Pradesh",5 Years,₹10.71 L,32.0,4.6/5
IIT BHU - Indian Institute of Technology Banaras Hindu University Varanasi,4.6,Engineering,Varanasi,Uttar Pradesh,1919,B.Tech and M.Tech Mining Engineering,5.0,610000.0,"Varanasi, Uttar Pradesh",5 Years,₹6.10 L,30.0,4.6/5
IIT BHU - Indian Institute of Technology Banaras Hindu University Varanasi,4.6,Engineering,Varanasi,Uttar Pradesh,1919,B.Tech and M.Tech Civil Engineering,5.0,610000.0,"Varanasi, Uttar Pradesh",5 Years,₹6.10 L,30.0,4.6/5
IIT BHU - Indian Institute of Technology Banaras Hindu University Varanasi,4.6,Engineering,Varanasi,Uttar Pradesh,1919,B.Tech and M.Tech Engineering Physics,5.0,610000.0,"Varanasi, Uttar Pradesh",5 Years,₹6.10 L,28.0,4.6/5
IIT BHU - Indian Institute of Technology Banaras Hindu University Varanasi,4.6,Engineering,Varanasi,Uttar Pradesh,1919,B.Tech and M.Tech Metallurgical Engineering,5.0,610000.0,"Varanasi, Uttar Pradesh",5 Years,₹6.10 L,28.0,4.6/5
IIT BHU - Indian Institute of Technology Banaras Hindu University Varanasi,4.6,Engineering,Varanasi,Uttar Pradesh,1919,B.Tech Materials Science and Technology,4.0,859000.0,"Varanasi, Uttar Pradesh",4 Years,₹8.59 L,28.0,4.6/5
"BITS Pilani - Birla Institute of Technology and Science, Pilani",4.5,Engineering,Pilani,Rajasthan,1964,BBA LLB Hons,5.0,3375000.0,"Pilani, Rajasthan",5 Years,₹33.75 L,60.0,4.5/5
"BITS Pilani - Birla Institute of Technology and Science, Pilani",4.5,Engineering,Pilani,Rajasthan,1964,BA LLB Hons,5.0,3619000.0,"Pilani, Rajasthan",5 Years,₹36.19 L,60.0,4.5/5
"BITS Pilani - Birla Institute of Technology and Science, Pilani",4.5,Engineering,Pilani,Rajasthan,1964,B.Pharma,4.0,2524000.0,"Pilani, Rajasthan",4 Years,₹25.24 L,60.0,4.5/5
"BITS Pilani - Birla Institute of Technology and Science, Pilani",4.5,Engineering,Pilani,Rajasthan,1964,M.Pharma Pharmaceutics,2.0,1144000.0,"Pilani, Rajasthan",2 Years,₹11.44 L,15.0,4.5/5
"BITS Pilani - Birla Institute of Technology and Science, Pilani",4.5,Engineering,Pilani,Rajasthan,1964,M.Pharma Pharmacology,2.0,1144000.0,"Pilani, Rajasthan",2 Years,₹11.44 L,15.0,4.5/5
"BITS Pilani - Birla Institute of Technology and Science, Pilani",4.5,Engineering,Pilani,Rajasthan,1964,M.Pharma Pharmaceutical Chemistry,2.0,1144000.0,"Pilani, Rajasthan",2 Years,₹11.44 L,9.0,4.5/5
"BITS Pilani - Birla Institute of Technology and Science, Pilani",4.5,Engineering,Pilani,Rajasthan,1964,B.Des Human Centred Design Hons,4.0,2800000.0,"Pilani, Rajasthan",4 Years,₹28.00 L,0.0,4.5/5
"BITS Pilani - Birla Institute of Technology and Science, Pilani",4.5,Engineering,Pilani,Rajasthan,1964,B.Des Physical Product Design Hons,4.0,2800000.0,"Pilani, Rajasthan",4 Years,₹28.00 L,0.0,4.5/5
"BITS Pilani - Birla Institute of Technology and Science, Pilani",4.5,Engineering,Pilani,Rajasthan,1964,B.Des Experience Design Hons,4.0,2800000.0,"Pilani, Rajasthan",4 Years,₹28.00 L,0.0,4.5/5
"BITS Pilani - Birla Institute of Technology and Science, Pilani",4.5,Engineering,Pilani,Rajasthan,1964,B.Pharma,4.0,0.0,"Pilani, Rajasthan",4 Years,NaN,0.0,4.5/5
"BITS Pilani - Birla Institute of Technology and Science, Pilani",4.5,Engineering,Pilani,Rajasthan,1964,BE Civil Engineering,4.0,2362000.0,"Pilani, Rajasthan",4 Years,₹23.62 L,0.0,4.5/5
"BITS Pilani - Birla Institute of Technology and Science, Pilani",4.5,Engineering,Pilani,Rajasthan,1964,BE Electronics and Communication Engineering,4.0,2362000.0,"Pilani, Rajasthan",4 Years,₹23.62 L,0.0,4.5/5
"BITS Pilani - Birla Institute of Technology and Science, Pilani",4.5,Engineering,Pilani,Rajasthan,1964,Ph.D Pharmacy,6.0,0.0,"Pilani, Rajasthan",6 Years,NaN,0.0,4.5/5
"BITS Pilani - Birla Institute of Technology and Science, Pilani",4.5,Engineering,Pilani,Rajasthan,1964,BE Chemical Engineering,4.0,2359000.0,"Pilani, Rajasthan",4 Years,₹23.59 L,0.0,4.5/5
"BITS Pilani - Birla Institute of Technology and Science, Pilani",4.5,Engineering,Pilani,Rajasthan,1964,BE Environmental and Sustainability Engineering,4.0,0.0,"Pilani, Rajasthan",4 Years,NaN,0.0,4.5/5
"BITS Pilani - Birla Institute of Technology and Science, Pilani",4.5,Engineering,Pilani,Rajasthan,1964,BE Computer Science Engineering,4.0,2359000.0,"Pilani, Rajasthan",4 Years,₹23.59 L,0.0,4.5/5
"BITS Pilani - Birla Institute of Technology and Science, Pilani",4.5,Engineering,Pilani,Rajasthan,1964,ME Microelectronics,2.0,1209000.0,"Pilani, Rajasthan",2 Years,₹12.09 L,0.0,4.5/5
"BITS Pilani - Birla Institute of Technology and Science, Pilani",4.5,Engineering,Pilani,Rajasthan,1964,ME Communication Engineering,2.0,1209000.0,"Pilani, Rajasthan",2 Years,₹12.09 L,0.0,4.5/5
"BITS Pilani - Birla Institute of Technology and Science, Pilani",4.5,Engineering,Pilani,Rajasthan,1964,Ph.D Physics,6.0,0.0,"Pilani, Rajasthan",6 Years,NaN,0.0,4.5/5
"BITS Pilani - Birla Institute of Technology and Science, Pilani",4.5,Engineering,Pilani,Rajasthan,1964,Ph.D Mechanical Engineering,6.0,0.0,"Pilani, Rajasthan",6 Years,NaN,0.0,4.5/5
IIT Indore - Indian Institute of Technology Indore,4.6,Engineering,Indore,Madhya Pradesh,2009,B.Tech Mechanical Engineering,4.0,865000.0,"Indore, Madhya Pradesh",4 Years,₹8.65 L,87.0,4.6/5
IIT Indore - Indian Institute of Technology Indore,4.6,Engineering,Indore,Madhya Pradesh,2009,B.Tech Computer Science and Engineering,4.0,865000.0,"Indore, Madhya Pradesh",4 Years,₹8.65 L,82.0,4.6/5
IIT Indore - Indian Institute of Technology Indore,4.6,Engineering,Indore,Madhya Pradesh,2009,B.Tech Electrical Engineering,4.0,865000.0,"Indore, Madhya Pradesh",4 Years,₹8.65 L,75.0,4.6/5
IIT Indore - Indian Institute of Technology Indore,4.6,Engineering,Indore,Madhya Pradesh,2009,B.Tech Metallurgical Engineering and Materials Science,4.0,865000.0,"Indore, Madhya Pradesh",4 Years,₹8.65 L,53.0,4.6/5
IIT Indore - Indian Institute of Technology Indore,4.6,Engineering,Indore,Madhya Pradesh,2009,B.Tech Civil Engineering,4.0,865000.0,"Indore, Madhya Pradesh",4 Years,₹8.65 L,53.0,4.6/5
IIT Indore - Indian Institute of Technology Indore,4.6,Engineering,Indore,Madhya Pradesh,2009,M.Sc Physics,2.0,0.0,"Indore, Madhya Pradesh",2 Years,NaN,30.0,4.6/5
IIT Indore - Indian Institute of Technology Indore,4.6,Engineering,Indore,Madhya Pradesh,2009,M.Sc Chemistry,2.0,0.0,"Indore, Madhya Pradesh",2 Years,NaN,30.0,4.6/5
IIT Indore - Indian Institute of Technology Indore,4.6,Engineering,Indore,Madhya Pradesh,2009,M.Sc Mathematics,2.0,0.0,"Indore, Madhya Pradesh",2 Years,NaN,20.0,4.6/5
IIT Indore - Indian Institute of Technology Indore,4.6,Engineering,Indore,Madhya Pradesh,2009,M.Tech Applied Optics and Laser Technology,2.0,64500.0,"Indore, Madhya Pradesh",2 Years,₹64.50 K,15.0,4.6/5
IIT Indore - Indian Institute of Technology Indore,4.6,Engineering,Indore,Madhya Pradesh,2009,M.Tech Computer Science and Engineering,2.0,64500.0,"Indore, Madhya Pradesh",2 Years,₹64.50 K,15.0,4.6/5
